accession,description,project,species,taxid,tissue,BTO,mods,spectra,proteins,peptides,MS2,MS1,enzyme
6302,CellMap 62_TSM3 - 35390,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,145,17,57,0,0,NA
6303,CellMap 42_COPIGTPgSves1 - 35975,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,203,20,43,0,0,NA
6304,CellMap 18_ARM2 - 36561,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,79,12,44,0,0,NA
6305,CellMap 52_IRM2 - 37146,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,122,29,51,0,0,NA
6306,CellMap 21_ASM3 - 37731,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,66,7,23,0,0,NA
6307,CellMap 73_ISM3 - 38329,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,93,12,37,0,0,NA
6308,CellMap 1_trm1allspots - 42166,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,2,0,0,0,0,NA
6309,CellMap 63_TSM3 - 35391,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,163,14,93,0,0,NA
6310,CellMap 43_COPIGTPgSves1 - 35976,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,277,61,119,0,0,NA
6311,CellMap 19_ARM2 - 36562,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,82,14,23,0,0,NA
6312,CellMap 53_IRM2 - 37147,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,200,32,183,0,0,NA
6313,CellMap 22_ASM3 - 37732,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,13,1,2,0,0,NA
6314,CellMap 74_ISM3 - 38330,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,103,18,48,0,0,NA
6315,CellMap 1_trm1allspots - 42167,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,7,0,0,0,0,NA
6316,CellMap 64_TSM3 - 35392,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,214,21,118,0,0,NA
6317,CellMap 44_COPIGTPgSves1 - 35977,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,243,42,131,0,0,NA
6318,CellMap 20_ARM2 - 36563,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,147,17,53,0,0,NA
6319,CellMap 54_IRM2 - 37148,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,198,48,170,0,0,NA
6320,CellMap 23_ASM3 - 37733,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,50,24,40,0,0,NA
6321,CellMap 75_ISM3 - 38331,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,87,18,66,0,0,NA
6322,CellMap 1_trm1allspots - 42168,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6323,CellMap 65_TSM3 - 35393,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,224,17,123,0,0,NA
6324,CellMap 45_COPIGTPgSves1 - 35978,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,238,36,96,0,0,NA
6325,CellMap 21_ARM2 - 36564,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,75,15,34,0,0,NA
6326,CellMap 55_IRM2 - 37149,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,169,30,128,0,0,NA
6327,CellMap 24_ASM3 - 37734,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,120,23,54,0,0,NA
6328,CellMap 76_ISM3 - 38332,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,89,15,36,0,0,NA
6329,CellMap 1_trm1allspots - 42169,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6330,CellMap 66_TSM3 - 35394,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,237,16,153,0,0,NA
6331,CellMap 46_COPIGTPgSves1 - 35979,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,239,65,151,0,0,NA
6332,CellMap 22_ARM2 - 36565,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,178,21,57,0,0,NA
6333,CellMap 56_IRM2 - 37150,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,156,35,95,0,0,NA
6334,CellMap 25_ASM3 - 37735,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,134,29,56,0,0,NA
6335,CellMap 77_ISM3 - 38333,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,77,5,20,0,0,NA
6336,CellMap 1_trm1allspots - 42170,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,2,2,0,0,NA
6337,CellMap 67_TSM3 - 35395,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,116,15,61,0,0,NA
6338,CellMap 47_COPIGTPgSves1 - 35980,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,258,60,145,0,0,NA
6339,CellMap 23_ARM2 - 36566,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,118,28,44,0,0,NA
6340,CellMap 57_IRM2 - 37151,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,151,34,88,0,0,NA
6341,CellMap 26_ASM3 - 37736,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,147,30,102,0,0,NA
6342,CellMap 78_ISM3 - 38334,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,50,5,10,0,0,NA
6343,CellMap 1_trm1allspots - 42171,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,2,0,0,0,0,NA
6344,CellMap 68_TSM3 - 35396,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,151,12,88,0,0,NA
6345,CellMap 48_COPIGTPgSves1 - 35981,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,304,65,252,0,0,NA
6346,CellMap 24_ARM2 - 36567,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,95,18,42,0,0,NA
6347,CellMap 58_IRM2 - 37152,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,138,20,50,0,0,NA
6348,CellMap 27_ASM3 - 37737,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,242,32,162,0,0,NA
6349,CellMap 79_ISM3 - 38335,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,41,5,6,0,0,NA
6350,CellMap 1_trm1allspots - 42172,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,4,0,0,0,0,NA
6351,CellMap 69_TSM3 - 35397,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,194,12,119,0,0,NA
6352,CellMap 49_COPIGTPgSves1 - 35982,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,296,75,258,0,0,NA
6353,CellMap 25_ARM2 - 36568,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,87,18,29,0,0,NA
6354,CellMap 59_IRM2 - 37153,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,77,9,23,0,0,NA
6355,CellMap 28_ASM3 - 37738,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,204,37,138,0,0,NA
6356,CellMap 80_ISM3 - 38336,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,79,9,10,0,0,NA
6357,CellMap 1_trm1allspots - 42173,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,1,1,0,0,NA
6358,CellMap 70_TSM3 - 35398,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,190,16,84,0,0,NA
6359,CellMap 50_COPIGTPgSves1 - 35983,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,270,46,240,0,0,NA
6360,CellMap 26_ARM2 - 36569,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,88,20,52,0,0,NA
6361,CellMap 60_IRM2 - 37154,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,69,15,26,0,0,NA
6362,CellMap 29_ASM3 - 37739,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,122,29,71,0,0,NA
6363,CellMap 81_ISM3 - 38337,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,68,6,10,0,0,NA
6364,CellMap 1_trm1allspots - 42174,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6365,CellMap 71_TSM3 - 35399,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,210,19,97,0,0,NA
6366,CellMap 51_COPIGTPgSves1 - 35984,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,279,49,173,0,0,NA
6367,CellMap 27_ARM2 - 36570,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,111,20,66,0,0,NA
6368,CellMap 61_IRM2 - 37155,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,177,18,56,0,0,NA
6369,CellMap 30_ASM3 - 37740,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,266,39,143,0,0,NA
6370,CellMap 82_ISM3 - 38338,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,92,8,36,0,0,NA
6371,CellMap 1_trm1allspots - 42175,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,1,1,0,0,NA
6372,CellMap 72_TSM3 - 35400,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,129,12,70,0,0,NA
6373,CellMap 52_COPIGTPgSves1 - 35985,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,286,42,208,0,0,NA
6374,CellMap 28_ARM2 - 36571,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,150,27,78,0,0,NA
6375,CellMap 62_IRM2 - 37156,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,127,14,44,0,0,NA
6376,CellMap 31_ASM3 - 37741,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,236,37,109,0,0,NA
6377,CellMap 83_ISM3 - 38339,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,75,9,28,0,0,NA
6378,CellMap 1_DGolgi1 - 52882,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,24,1,1,0,0,NA
6379,CellMap 73_TSM3 - 35401,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,115,16,50,0,0,NA
6380,CellMap 53_COPIGTPgSves1 - 35986,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,298,56,168,0,0,NA
6381,CellMap 29_ARM2 - 36572,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,200,45,124,0,0,NA
6382,CellMap 63_IRM2 - 37157,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,144,15,34,0,0,NA
6383,CellMap 32_ASM3 - 37742,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,104,26,62,0,0,NA
6384,CellMap 84_ISM3 - 38340,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,55,9,9,0,0,NA
6385,CellMap 2_DGolgi1 - 52883,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,8,1,1,0,0,NA
6386,CellMap 74_TSM3 - 35402,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,108,16,65,0,0,NA
6387,CellMap 54_COPIGTPgSves1 - 35987,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,284,41,145,0,0,NA
6388,CellMap 30_ARM2 - 36573,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,105,28,52,0,0,NA
6389,CellMap 64_IRM2 - 37158,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,91,12,47,0,0,NA
6390,CellMap 33_ASM3 - 37743,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,127,23,58,0,0,NA
6391,CellMap 85_ISM3 - 38341,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,76,7,13,0,0,NA
6392,CellMap 3_DGolgi1 - 52884,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,3,0,0,0,0,NA
6393,CellMap 75_TSM3 - 35403,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,104,19,49,0,0,NA
6394,CellMap 55_COPIGTPgSves1 - 35988,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,302,24,120,0,0,NA
6395,CellMap 31_ARM2 - 36574,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,170,30,87,0,0,NA
6396,CellMap 65_IRM2 - 37159,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,159,22,109,0,0,NA
6397,CellMap 34_ASM3 - 37744,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,200,45,99,0,0,NA
6398,CellMap 86_ISM3 - 38342,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,109,10,105,0,0,NA
6399,CellMap 4_DGolgi1 - 52885,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,3,0,0,0,0,NA
6400,CellMap 76_TSM3 - 35404,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,91,10,23,0,0,NA
6401,CellMap 56_COPIGTPgSves1 - 35989,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,283,33,103,0,0,NA
6402,CellMap 32_ARM2 - 36575,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,142,32,64,0,0,NA
6403,CellMap 66_IRM2 - 37160,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,147,15,68,0,0,NA
6404,CellMap 35_ASM3 - 37745,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,244,45,114,0,0,NA
6405,CellMap 87_ISM3 - 38343,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,74,9,44,0,0,NA
6406,CellMap 5_DGolgi1 - 52886,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,5,0,0,0,0,NA
6407,CellMap 77_TSM3 - 35405,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,79,9,19,0,0,NA
6408,CellMap 57_COPIGTPgSves1 - 35990,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,272,32,99,0,0,NA
6409,CellMap 33_ARM2 - 36576,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,87,18,35,0,0,NA
6410,CellMap 67_IRM2 - 37161,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,115,13,47,0,0,NA
6411,CellMap 36_ASM3 - 37746,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,306,42,137,0,0,NA
6412,CellMap 88_ISM3 - 38344,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,116,8,60,0,0,NA
6413,CellMap 6_DGolgi1 - 52887,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6414,CellMap 78_TSM3 - 35406,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,79,13,35,0,0,NA
6415,CellMap 58_COPIGTPgSves1 - 35991,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,202,41,103,0,0,NA
6416,CellMap 34_ARM2 - 36577,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,110,30,71,0,0,NA
6417,CellMap 68_IRM2 - 37162,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,167,23,94,0,0,NA
6418,CellMap 37_ASM3 - 37747,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,242,51,112,0,0,NA
6419,CellMap 89_ISM3 - 38345,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,97,4,49,0,0,NA
6420,CellMap 7_DGolgi1 - 52888,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,6,1,1,0,0,NA
6421,CellMap 79_TSM3 - 35407,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,64,7,15,0,0,NA
6422,CellMap 59_COPIGTPgSves1 - 35992,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,269,30,129,0,0,NA
6423,CellMap 35_ARM2 - 36578,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,159,28,68,0,0,NA
6424,CellMap 69_IRM2 - 37163,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,154,15,69,0,0,NA
6425,CellMap 38_ASM3 - 37748,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,121,37,75,0,0,NA
6426,CellMap 90_ISM3 - 38346,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,74,4,16,0,0,NA
6427,CellMap 8_DGolgi1 - 52889,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,3,0,0,0,0,NA
6428,CellMap 80_TSM3 - 35408,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,82,8,46,0,0,NA
6429,CellMap 60_COPIGTPgSves1 - 35993,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,284,12,110,0,0,NA
6430,CellMap 36_ARM2 - 36579,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,224,21,95,0,0,NA
6431,CellMap 70_IRM2 - 37164,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,130,24,63,0,0,NA
6432,CellMap 39_ASM3 - 37749,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,176,38,80,0,0,NA
6433,CellMap 91_ISM3 - 38347,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,53,5,6,0,0,NA
6434,CellMap 9_DGolgi1 - 52890,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,6,0,0,0,0,NA
6435,CellMap 81_TSM3 - 35409,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,104,5,48,0,0,NA
6436,CellMap 61_COPIGTPgSves1 - 35994,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,269,25,114,0,0,NA
6437,CellMap 37_ARM2 - 36580,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,133,24,52,0,0,NA
6438,CellMap 71_IRM2 - 37165,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,100,10,45,0,0,NA
6439,CellMap 40_ASM3 - 37750,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,131,26,57,0,0,NA
6440,CellMap 92_ISM3 - 38348,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,54,5,6,0,0,NA
6441,CellMap 10_DGolgi1 - 52891,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,5,1,1,0,0,NA
6442,CellMap 82_TSM3 - 35410,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,58,3,26,0,0,NA
6443,CellMap 62_COPIGTPgSves1 - 35995,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,252,22,101,0,0,NA
